Claim ID,Exact claim,URL (example),Pages carrying claim,Other example URLs,Claim type,All matched types,Where,Current source,Evidence status,Risk,Recommended treatment,Required owner evidence
C-11538,"The 416 bytes of memory are organized as an ISO/IEC 7816-4 file system: 32-byte capability container (CC), 256-byte NDEF file (E104) and a 128-byte protected data file.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11539,"NDEF capacity is therefore 256 bytes — smaller than NTAG 216's 888-byte single-file user memory — but the SDM/SUN feature dynamically mirrors a cryptographic CMAC, the tag UID and a monotonic read counter into the URI record at read time, so the static-NDEF approach of pre-encoding a URL must be reconciled with the dynamic-mirror template syntax.",/guides/nfc-ndef-format-explained/,1,,manufacturing capability,manufacturing capability|product specification,body,editorial sources[] present on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
C-11540,"Memory planning for NTAG 424 DNA focuses on URL template design (PICCData / Enc / CMAC mirror placeholders) plus the 128-byte protected data file budget, not raw NDEF byte budgeting.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11541,Shorter branded domains and compact identifier encodings (Base62 rather than UUIDs) dramatically expand what fits on NTAG 213.,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11542,"If the URL template uses the NTAG 21x ASCII mirror feature to splice UID (14 chars) and/or NFC counter (6 chars) into the URL at read time, the placeholder 'X' characters in the encoded template consume memory just like literal characters.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11543,For a UID+counter mirror the template must reserve 20 bytes at the exact MIRROR_PAGE + MIRROR_BYTE offset; plan this before choosing NTAG 213 vs 215 because the mirror placeholders are permanently frozen once the template is encoded.,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11544,"This section describes the tradeoffs and when each workflow is appropriate, including Proud Tek's production-line pre-encoding service.",/guides/nfc-ndef-format-explained/,1,,legal/regulatory,legal/regulatory,body,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-11545,"Suitable for prototyping, very small batches (under 100 tags), or in-field updates to a handful of tags.",/guides/nfc-ndef-format-explained/,1,,certification,certification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11546,Throughput is limited to roughly 60-200 tags per hour depending on the app and device.,/guides/nfc-ndef-format-explained/,1,,test result,test result,body,editorial sources[] present on page,UNVERIFIED,Medium,ADD_TEST_CONDITIONS + REQUEST_FIRST_PARTY_EVIDENCE (or cite vendor datasheet),"Test report: reader, power, antenna, orientation, substrate, sample size, date"
C-11547,"Step 2 Professional SDK encoding: a desktop or server-side application using a USB / network reader (ACR122U, HID OMNIKEY, Identiv uTrust family) and an SDK (NFC Tools SDK, PC/SC APDUs, NXP TagXplorer, libnfc) encodes tags in batches.",/guides/nfc-ndef-format-explained/,1,,compatibility,compatibility|security,body,editorial sources[] present on page,UNVERIFIED,Medium,"QUALIFY (""validate with a sample on your reader/lock"") + REQUEST_FIRST_PARTY_EVIDENCE",Compatibility test matrix with lock/reader model + firmware + date
C-11548,"Throughput scales to 500-2000 tags per hour with batch feeding; unique per-tag content (URLs with embedded IDs, personalized vCards) is supported by generating each NDEF payload programmatically from a database.",/guides/nfc-ndef-format-explained/,1,,test result,test result,body,editorial sources[] present on page,UNVERIFIED,Medium,ADD_TEST_CONDITIONS + REQUEST_FIRST_PARTY_EVIDENCE (or cite vendor datasheet),"Test report: reader, power, antenna, orientation, substrate, sample size, date"
C-11549,"The encoding is integrated into the label-manufacturing line, so every tag leaves the factory pre-encoded, verified and optionally locked.",/guides/nfc-ndef-format-explained/,1,,manufacturing capability,manufacturing capability,body,editorial sources[] present on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
C-11550,"Proud Tek's encoding line handles unique per-tag content (unique URL per tag, sequential or randomized IDs), common-content bulk encoding (same URL or vCard on every tag), multi-record NDEF messages, and NTAG 424 DNA URL-template + SUN configuration.",/guides/nfc-ndef-format-explained/,1,,price,price|product specification,body,editorial sources[] present on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-11551,Throughput reaches 10k-50k tags per day per line.,/guides/nfc-ndef-format-explained/,1,,certification,certification|test result,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11552,"Background reading has been supported since Android 4.0 (2011), making Android the more permissive platform historically.",/guides/nfc-ndef-format-explained/,1,,customer result,customer result,body,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-11553,NTAG 213/215/216 password protection and NTAG 424 DNA AES-128 authentication require a custom app to exchange the authentication APDUs.,/guides/nfc-ndef-format-explained/,1,,security,product specification|security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11554,"For NTAG 424 DNA SUN-mirror URLs, the SUN value is automatically included in the mirrored URI record and is validated on the server-side without any phone-side authentication exchange.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11555,"Cross-platform testing: every NFC programme should test on at least iPhone XS, iPhone 14, Pixel 6 and Samsung Galaxy S22 (or equivalents) before mass deployment.",/guides/nfc-ndef-format-explained/,1,,customer result,customer result,body,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-11556,The options range from irreversible static locking through password protection to cryptographic authentication with NTAG 424 DNA.,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11557,Password protection (NTAG 213/215/216).,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11558,Production configurations typically set AUTHLIM = 7 to allow some operator retry while blocking brute-force attacks.,/guides/nfc-ndef-format-explained/,1,,security,security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11559,Each NDEF read includes a cryptographic Message Authentication Code (CMAC) and a monotonic read counter mirrored into the URL at read time.,/guides/nfc-ndef-format-explained/,1,,security,security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11560,A backend server can verify the CMAC using the tag's AES-128 key and detect clones (which cannot produce valid CMACs) and replay attacks (stale counter values).,/guides/nfc-ndef-format-explained/,1,,security,security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11561,Originality signature: NTAG 213/215/216 and NTAG 424 DNA include a 32-byte ECDSA signature over the TID (Tag ID) signed by an NXP master key.,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11562,This protects against fake chips from unauthorized manufacturers but does not protect against chip-level cloning by anyone with access to the signature (NTAG 424 DNA SUN solves that problem with per-read cryptography).,/guides/nfc-ndef-format-explained/,1,,security,product specification|security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11563,Tamper-evident form factor.,/guides/nfc-ndef-format-explained/,1,,security,security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11564,"Beyond cryptography, physical tamper-evidence (void-sticker substrates, frangible adhesives, sealed enclosures) detects attempts to remove and reattach a tag.",/guides/nfc-ndef-format-explained/,1,,security,security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11565,"Almost always a missing or wrong URI prefix byte. iOS Core NFC is stricter than Android about well-formed RTD-URI records; a payload that starts with '0x00 https://example.com' (prefix code 0x00 = none, then literal 'https://') works on Android but fails iOS launch.",/guides/nfc-ndef-format-explained/,1,,customer result,customer result,body,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-11566,"Fix: re-tune the encoding-antenna resonance with a vector network analyzer (target 13.56 MHz ± 200 kHz, Q 20-40) and confirm ESD wristband / ground-mat protocol on the line.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11567,"Diagnostic reference readers: for field QC, the ACR1252U (USB, ~USD 35) with NFC Tools desktop, or an Android phone running NFC TagInfo by NXP, gives a byte-accurate dump of the entire memory.",/guides/nfc-ndef-format-explained/,1,,customer result,customer result|price,body,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-11568,"Step 1 Specification intake: buyers provide: chip selection (NTAG 213 for URL tags up to 130 chars, NTAG 215 for longer or multi-record, NTAG 216 for large payload, NTAG 424 DNA for authenticated), NDEF content template (URL pattern with variable ID placeholder, vCard schema, Wi-Fi config, custom payload), lock / password strategy, and form factor (sticker dimensions, card type, wristband material).",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11569,Step 2 Sample pass: a 25-100 tag sample batch is produced and shipped within 5-7 business days with the full encoding applied.,/guides/nfc-ndef-format-explained/,1,,lead time,lead time,body,editorial sources[] present on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-11570,Step 4 NTAG 424 DNA programming.,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11571,"For authenticated NFC programmes, Proud Tek configures the AES-128 keys (customer-supplied key or factory-generated with secure key export), sets the SUN message template, and configures the NDEF URL pattern with dynamic mirror placeholders.",/guides/nfc-ndef-format-explained/,1,,manufacturing capability,manufacturing capability|security,body,editorial sources[] present on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
C-11572,"The per-tag AES key, AES-ID and file configuration are exported in the encrypted QC file for the buyer's backend authentication system.",/guides/nfc-ndef-format-explained/,1,,security,security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11573,Step 5 Production lead time and throughput.,/guides/nfc-ndef-format-explained/,1,,lead time,lead time|test result,body,editorial sources[] present on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-11574,"Standard NDEF-encoded NFC orders ship in 2-4 weeks from PO for stock chip models; custom configurations (NTAG 424 DNA SUN, custom-shape printed stickers, embedded tags) run 4-8 weeks.",/guides/nfc-ndef-format-explained/,1,,lead time,lead time|product specification,body,editorial sources[] present on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-11575,Production throughput is 10k-50k tags per day per encoding line; very large programmes coordinate multi-line scheduling with 4-6 weeks of advance planning.,/guides/nfc-ndef-format-explained/,1,,test result,test result,body,editorial sources[] present on page,UNVERIFIED,Medium,ADD_TEST_CONDITIONS + REQUEST_FIRST_PARTY_EVIDENCE (or cite vendor datasheet),"Test report: reader, power, antenna, orientation, substrate, sample size, date"
C-11576,"Step 6 Integration handoff: the final shipment includes the physical tags, the QC CSV / JSON file (each tag's TID, encoded NDEF, encoded URL including any unique ID, lock / auth status), and for NTAG 424 DNA programmes the encrypted key-export file for the buyer's backend.",/guides/nfc-ndef-format-explained/,1,,legal/regulatory,legal/regulatory|product specification|security,body,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-11577,"Pre-encoded NFC tag catalogue Proud Tek's NFC tag catalogue with production-grade NDEF encoding, locking and optional NTAG 424 DNA SUN authentication.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11578,"NTAG 213 NFC stickers (144 bytes) NTAG 215 NFC stickers (504 bytes) NTAG 216 NFC stickers (888 bytes) NFC protocol and encoding guides Companion technical guides on the ISO 14443 protocol stack, NFC programming workflows and product-selection comparisons.",/guides/nfc-ndef-format-explained/,1,,certification,certification|product specification|security,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11579,"ISO 14443 protocol deep-dive NFC tag programming on iPhone NFC tag programming on Android Request encoding samples and quotes Start a pilot with a pre-encoded sample batch, or request a quote for production-line NDEF encoding with your URL template or NDEF schema.",/guides/nfc-ndef-format-explained/,1,,certification,certification|customer result,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11580,"Every NFC product on our catalogue (NTAG 213/215/216 stickers, NTAG 424 DNA tags, NFC business cards, wristbands, keychains and embedded tags) can be pre-encoded on our production lines with your NDEF content.",/guides/nfc-ndef-format-explained/,1,,manufacturing capability,manufacturing capability|product specification,body,editorial sources[] present on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
C-11581,What is the maximum URL length that fits on NTAG 213 with NDEF encoding?,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11582,NTAG 213 has 144 bytes of NDEF-usable memory after subtracting TLV wrappers and NDEF record headers.,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11583,"With URI prefix compression applied to the leading `https://www.` or `https://`, a typical URL of approximately 130 characters fits on NTAG 213.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11584,"URLs longer than that require NTAG 215 (504 bytes, ~490 characters) or NTAG 216 (888 bytes, ~870 characters), or the use of a branded URL shortener (e.g., `go.brand.com/ABC123`) to compress the URL before encoding.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11585,Android phones with NFC enabled have supported background reading since Android 4.0 (2011).,/guides/nfc-ndef-format-explained/,1,,customer result,customer result,body,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-11586,"For cross-platform programmes, test on iPhone XS, iPhone 14, Pixel 6 and Samsung S22 before mass deployment to confirm behaviour on the devices your audience uses.",/guides/nfc-ndef-format-explained/,1,,customer result,customer result|legal/regulatory,body,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-11587,What happens if a consumer tries to modify a tag after it leaves the factory?,/guides/nfc-ndef-format-explained/,1,,manufacturing capability,manufacturing capability,body,editorial sources[] present on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
C-11588,"For tags locked with static NDEF lock (NTAG 213/215/216), any write attempt returns an error and the existing NDEF content is preserved.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11589,"For NTAG 424 DNA tags in SUN mode, an attacker cannot produce a valid CMAC without the AES-128 key, so a modified tag's backend verification fails and the server rejects the counterfeit.",/guides/nfc-ndef-format-explained/,1,,security,product specification|security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11590,"For high-assurance programmes (luxury goods, pharmaceuticals), NTAG 424 DNA with AES-128 SUN is the recommended choice; for consumer marketing where tamper resistance is less critical, NTAG 213 with static NDEF lock is cost-effective.",/guides/nfc-ndef-format-explained/,1,,health/safety,health/safety|product specification|security,body,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-11591,"For NTAG 424 DNA tags, the URL template is fixed at production time but the SUN mirror dynamically injects authentication values per-read, so the effective URL changes on every tap without the tag being rewritten.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11592,What is the difference between NDEF on NTAG 424 DNA versus NDEF on NTAG 216?,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11593,NTAG 216 stores a single static NDEF message in its 888 bytes of user memory; whatever NDEF content is encoded is what every NFC phone reads.,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11594,"NTAG 424 DNA has 416 bytes of total memory organized as an ISO/IEC 7816-4 file system: a 32-byte capability container (CC, file E103), a 256-byte NDEF file (E104) and a 128-byte protected data file (file 03).",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11595,"The NDEF capacity is therefore 256 bytes, not 416.",/guides/nfc-ndef-format-explained/,1,,manufacturing capability,manufacturing capability,body,editorial sources[] present on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
C-11596,"The chip layers Secure Dynamic Messaging (SDM, also marketed as SUN — Secure Unique NFC) on top of the static NDEF file: the encoded URL template contains placeholder tokens that the chip replaces at read time with the current monotonic read counter, the tag UID and a cryptographic CMAC computed with the per-tag AES-128 key (or LRP-wrapped AES for stronger side-channel resistance, per NXP application note AN12196).",/guides/nfc-ndef-format-explained/,1,,security,product specification|security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11597,"NTAG 216 is the right choice for large static payloads (long vCards with photos, multi-record messages, JSON blobs); NTAG 424 DNA is the right choice for authenticated URLs that a backend server can verify as coming from a genuine, non-cloned tag.",/guides/nfc-ndef-format-explained/,1,,security,product specification|security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-11598,"NXP AN11340 — NTAG21x Features and Hints NXP Semiconductors · accessed Apr 20, 2026 NXP application note covering NTAG 213/215/216 memory map, Capability Container initial values and NDEF encoding.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11599,"NXP AN12196 — NTAG 424 DNA Features and Hints NXP Semiconductors · accessed Apr 20, 2026 NXP application note for NTAG 424 DNA Secure Dynamic Messaging, SDM mirror positions and CMAC.",/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11600,Referenced where the guide contrasts static NDEF (Type 2) with dynamic SUN-augmented NDEF (Type 4).,/guides/nfc-ndef-format-explained/,1,,product specification,product specification,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-11601,"ISO/IEC 14443-3:2018 — Initialization and anticollision ISO · Jul 1, 2018 · accessed Apr 20, 2026 Type A air-interface anticollision specification under which all NFC Forum Type 2 / Type 4 tags operate.",/guides/nfc-ndef-format-explained/,1,,certification,certification|product specification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11602,Baseline reference for smartphone NFC-A compatibility.,/guides/nfc-ndef-format-explained/,1,,compatibility,compatibility,body,editorial sources[] present on page,UNVERIFIED,Medium,"QUALIFY (""validate with a sample on your reader/lock"") + REQUEST_FIRST_PARTY_EVIDENCE",Compatibility test matrix with lock/reader model + firmware + date
C-11603,"Android Developers — NFC Basics (NDEF API Reference) Google · accessed Apr 20, 2026 Android NFC API documentation for NdefMessage / NdefRecord.",/guides/nfc-ndef-format-explained/,1,,customer result,customer result,body,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-11604,Order pre-encoded NFC tags ✉ Email inquiry directly NFC programming on iPhone NTAG 213 NFC stickers ISO 14443 protocol,/guides/nfc-ndef-format-explained/,1,,certification,certification|product specification,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11605,Buying Guides 2026-04-19 2026-06-10 NFC RoHS REACH Compliance NFC and RFID RoHS & REACH Compliance Guide By Peter Zhang · Reviewed by Nancy Wu · Updated Jun 2026 Photo: Epop / CC BY-SA 3.0 Quick answer A material-compliance playbook for NFC and RFID products sold into the European market.,/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory|product specification|security,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11606,"RoHS Directive 2011/65/EU with RoHS 3 phthalate additions (Commission Delegated Directive (EU) 2015/863, adopted 31 March 2015, in force from 22 July 2019 for most categories).",/guides/nfc-rohs-reach-compliance/,1,,certification,certification|legal/regulatory,body,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-11607,"Restricts ten substances (lead, mercury, cadmium, hexavalent chromium, PBB, PBDE plus the four phthalates DEHP, BBP, DBP, DIBP) at defined homogeneous-material thresholds in electrical and electronic equipment, with RFID tags classified as EEE under category 3 (IT/telecommunications) or category 8 (monitoring/control) and subject to the full assessment regime.",/guides/nfc-rohs-reach-compliance/,1,,manufacturing capability,manufacturing capability,body,editorial sources[] present on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
