URL,Status,Indexability,Google coverage (URL Inspection 2026-09-02),Last crawl (Google),Canonical,Page type,Primary entity (H1),Primary intent,Main words,SVG words,Collapsed <details> words,Internal inlinks (all),Internal inlinks (in-content),Outlinks internal,Outlinks external,Schema,Last modified (sitemap),dateModified (JSON-LD),Duplicate cluster,Conversion action,Title len,Desc len,og:image,Risk,Recommendation
/product/nfc-cards/,built but edge-301→/products/rfid-cards/,noindex (canonical→/products/rfid-cards/),n/a (noindex),,https://proudtek.com/products/rfid-cards/,legacy-product,This page has moved,legacy,74,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,29,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/nfc-reader-writer-with-free-sdks/,built but edge-301→/products/rfid-readers/desktop-nfc-reader-encoder/,noindex (canonical→/products/rfid-readers/desktop-nfc-reader-encoder/),n/a (noindex),,https://proudtek.com/products/rfid-readers/desktop-nfc-reader-encoder/,legacy-product,This page has moved,legacy,76,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,45,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/nfc-ring/,built but edge-301→/products/rfid-wristbands/,noindex (canonical→/products/rfid-wristbands/),n/a (noindex),,https://proudtek.com/products/rfid-wristbands/,legacy-product,This page has moved,legacy,74,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,34,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/nfc-sticker/,built but edge-301→/products/rfid-labels/ntag213-nfc-sticker/,noindex (canonical→/products/rfid-labels/ntag213-nfc-sticker/),n/a (noindex),,https://proudtek.com/products/rfid-labels/ntag213-nfc-sticker/,legacy-product,This page has moved,legacy,75,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,38,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/nfc-stickers/,built but edge-301→/products/rfid-labels/ntag213-nfc-sticker/,noindex (canonical→/products/rfid-labels/ntag213-nfc-sticker/),n/a (noindex),,https://proudtek.com/products/rfid-labels/ntag213-nfc-sticker/,legacy-product,This page has moved,legacy,75,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,38,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/pps-rfid-laundry-tag/,built but edge-301→/products/rfid-tags/rfid-pps-laundry-chip/,noindex (canonical→/products/rfid-tags/rfid-pps-laundry-chip/),n/a (noindex),,https://proudtek.com/products/rfid-tags/rfid-pps-laundry-chip/,legacy-product,This page has moved,legacy,76,0,0,2,2,2,0,,,,,/contact/custom-rfid-cards/,40,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/printed-rfid-cards/,built but edge-301→/products/rfid-cards/nfc-card-custom-printing/,noindex (canonical→/products/rfid-cards/nfc-card-custom-printing/),n/a (noindex),,https://proudtek.com/products/rfid-cards/nfc-card-custom-printing/,legacy-product,This page has moved,legacy,76,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,43,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/proximity-fobs/,built but edge-301→/products/rfid-keyfobs/,noindex (canonical→/products/rfid-keyfobs/),n/a (noindex),,https://proudtek.com/products/rfid-keyfobs/,legacy-product,This page has moved,legacy,74,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,31,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-event-wristband/,built but edge-301→/solutions/rfid-event-wristbands/,noindex (canonical→/solutions/rfid-event-wristbands/),n/a (noindex),,https://proudtek.com/solutions/rfid-event-wristbands/,legacy-product,This page has moved,legacy,75,0,0,1,1,2,0,,,,T-dup,/contact/custom-rfid-cards/,40,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-key-fob/,built but edge-301→/products/rfid-keyfobs/,noindex (canonical→/products/rfid-keyfobs/),n/a (noindex),,https://proudtek.com/products/rfid-keyfobs/,legacy-product,This page has moved,legacy,74,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,31,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-laundry-tags/,built but edge-301→/solutions/rfid-laundry-tags/,noindex (canonical→/solutions/rfid-laundry-tags/),n/a (noindex),,https://proudtek.com/solutions/rfid-laundry-tags/,legacy-product,This page has moved,legacy,81,0,0,2,2,2,0,,,,T-dup,/contact/laundry-rfid/,50,143,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-paper-card/,built but edge-301→/products/rfid-cards/rfid-bamboo-card/,noindex (canonical→/products/rfid-cards/rfid-bamboo-card/),n/a (noindex),,https://proudtek.com/products/rfid-cards/rfid-bamboo-card/,legacy-product,This page has moved,legacy,75,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,35,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-silicone-laundry-tag/,built but edge-301→/products/rfid-tags/rfid-high-temp-silicone-tag/,noindex (canonical→/products/rfid-tags/rfid-high-temp-silicone-tag/),n/a (noindex),,https://proudtek.com/products/rfid-tags/rfid-high-temp-silicone-tag/,legacy-product,This page has moved,legacy,77,0,0,2,2,2,0,,,,,/contact/custom-rfid-cards/,46,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-silicone-wristbands/,built but edge-301→/products/rfid-wristbands/rfid-adjustable-silicone-wristband/,noindex (canonical→/products/rfid-wristbands/rfid-adjustable-silicone-wristband/),n/a (noindex),,https://proudtek.com/products/rfid-wristbands/rfid-adjustable-silicone-wristband/,legacy-product,This page has moved,legacy,76,0,0,1,1,2,0,,,,,/contact/custom-rfid-cards/,53,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-sticker-on-headlight/,built but edge-301→/products/rfid-labels/long-range-uhf-windshield-sticker/,noindex (canonical→/products/rfid-labels/long-range-uhf-windshield-sticker/),n/a (noindex),,https://proudtek.com/products/rfid-labels/long-range-uhf-windshield-sticker/,legacy-product,This page has moved,legacy,77,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,52,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-tag-with-led-light/,built but edge-301→/products/rfid-tags/,noindex (canonical→/products/rfid-tags/),n/a (noindex),,https://proudtek.com/products/rfid-tags/,legacy-product,This page has moved,legacy,74,0,0,0,0,2,0,,,,,/contact/custom-rfid-cards/,28,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-windshield-tag/,built but edge-301→/products/rfid-labels/long-range-uhf-windshield-sticker/,noindex (canonical→/products/rfid-labels/long-range-uhf-windshield-sticker/),n/a (noindex),,https://proudtek.com/products/rfid-labels/long-range-uhf-windshield-sticker/,legacy-product,This page has moved,legacy,77,0,0,2,2,2,0,,,,T-dup,/contact/custom-rfid-cards/,52,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-wristbands-for-events/,built but edge-301→/solutions/rfid-event-wristbands/,noindex (canonical→/solutions/rfid-event-wristbands/),n/a (noindex),,https://proudtek.com/solutions/rfid-event-wristbands/,legacy-product,This page has moved,legacy,75,0,0,1,1,2,0,,,,T-dup,/contact/custom-rfid-cards/,40,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/rfid-wristbands-for-hotels/,built but edge-301→/solutions/rfid-event-wristbands/,noindex (canonical→/solutions/rfid-event-wristbands/),n/a (noindex),,https://proudtek.com/solutions/rfid-event-wristbands/,legacy-product,This page has moved,legacy,75,0,0,1,1,2,0,,,,T-dup,/contact/custom-rfid-cards/,40,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/t5577-card/,built but edge-301→/products/rfid-cards/em4100-rfid-card/,noindex (canonical→/products/rfid-cards/em4100-rfid-card/),n/a (noindex),,https://proudtek.com/products/rfid-cards/em4100-rfid-card/,legacy-product,This page has moved,legacy,75,0,0,0,0,2,0,,,,T-dup,/contact/custom-rfid-cards/,35,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/uhf-wristband/,built but edge-301→/products/rfid-wristbands/uhf-rfid-wristband/,noindex (canonical→/products/rfid-wristbands/uhf-rfid-wristband/),n/a (noindex),,https://proudtek.com/products/rfid-wristbands/uhf-rfid-wristband/,legacy-product,This page has moved,legacy,75,0,0,1,1,2,0,,,,,/contact/custom-rfid-cards/,37,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/product/wooden-rfid-card/,built but edge-301→/products/rfid-cards/rfid-wooden-card/,noindex (canonical→/products/rfid-cards/rfid-wooden-card/),n/a (noindex),,https://proudtek.com/products/rfid-cards/rfid-wooden-card/,legacy-product,This page has moved,legacy,75,0,0,0,0,2,0,,,,,/contact/custom-rfid-cards/,35,86,.png,,KEEP (legacy: noindex+canonical+edge 301; file is dead weight)
/products/all/,200,indexable,Submitted and indexed,2026-08-21,https://proudtek.com/products/all/,product-category,Products,commercial,7563,0,0,537,14,201,0,Article|BreadcrumbList|CollectionPage|FAQPage|Organization|WebSite,2026-03-16,2026-04-28,,/rfq/,20,128,.png,,KEEP
/products/all/page/2/,200,noindex,n/a (noindex),,https://proudtek.com/products/all/page/2/,product,Redirecting,commercial,0,0,0,0,0,0,0,BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,,,T-dup,,48,256,.png,,KEEP (intentional noindex)
/products/all/page/3/,200,noindex,n/a (noindex),,https://proudtek.com/products/all/page/3/,product,Redirecting,commercial,0,0,0,0,0,0,0,BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,,,T-dup,,48,256,.png,,KEEP (intentional noindex)
/products/all/page/4/,200,noindex,n/a (noindex),,https://proudtek.com/products/all/page/4/,product,Redirecting,commercial,0,0,0,0,0,0,0,BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,,,T-dup,,48,256,.png,,KEEP (intentional noindex)
/products/nfc-ring/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/nfc-ring/,product,NFC Rings,commercial,995,0,175,1,1,7,0,Article|BreadcrumbList|CollectionPage|FAQPage|Organization|WebSite,2026-08-30,2026-08-30,,/rfq/,52,153,.jpg,,KEEP
/products/rfid-cards/,200,indexable,Submitted and indexed,2026-09-02,https://proudtek.com/products/rfid-cards/,product-category,Complete guide to RFID cards,commercial,4209,0,846,545,92,51,5,Article|BreadcrumbList|CollectionPage|FAQPage|Organization|WebSite,2026-07-02,2026-07-02,,"/contact/custom-rfid-cards/,/rfq/",40,127,.jpg,,KEEP
/products/rfid-cards/dual-frequency-rfid-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/dual-frequency-rfid-card/,product,Dual-Frequency RFID Cards,commercial,2990,0,381,14,14,17,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,83,257,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/em4100-rfid-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/em4100-rfid-card/,product,EM4100 Proximity Cards,commercial,3461,0,545,23,23,13,6,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,/rfq/,79,257,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/fido2-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/fido2-card/,product,FIDO2 Cards,commercial,1144,0,246,3,3,8,3,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-08-30,2026-08-30,,/rfq/,98,265,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/icode-slix-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/icode-slix-card/,product,ICODE SLIX Cards,commercial,2925,0,313,5,5,9,12,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,/rfq/,83,249,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/java-card/,200,indexable,Submitted and indexed,2026-09-02,https://proudtek.com/products/rfid-cards/java-card/,product,Java Card (JCOP) Smart Cards,commercial,1437,0,240,3,3,7,2,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-08-30,2026-08-30,,/rfq/,94,268,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/legic-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/legic-card/,product,LEGIC Cards,commercial,1174,0,183,2,2,7,1,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-08-30,2026-08-30,,/rfq/,95,260,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/mifare-classic-1k-card/,200,indexable,Submitted and indexed,2026-08-24,https://proudtek.com/products/rfid-cards/mifare-classic-1k-card/,product,MIFARE Classic 1K Cards,commercial,3816,0,669,538,50,20,9,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,/rfq/,84,246,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/mifare-desfire-ev3-card/,200,indexable,Submitted and indexed,2026-08-24,https://proudtek.com/products/rfid-cards/mifare-desfire-ev3-card/,product,MIFARE DESFire EV3 Cards,commercial,4003,0,644,540,74,20,12,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,/rfq/,88,219,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/mifare-plus-se-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/mifare-plus-se-card/,product,MIFARE Plus SE Cards,commercial,3671,0,603,32,32,15,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,/rfq/,88,228,.png,title>60; desc>160,IMPROVE
/products/rfid-cards/mifare-ultralight-c-card/,200,indexable,URL is unknown to Google,,https://proudtek.com/products/rfid-cards/mifare-ultralight-c-card/,product,MIFARE Ultralight C Cards,commercial,2733,0,427,9,9,13,5,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,/rfq/,84,256,.jpg,title>60; desc>160; unknown to Google,IMPROVE
/products/rfid-cards/nfc-card-custom-printing/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/nfc-card-custom-printing/,product,Custom-Printed NFC Cards,commercial,3736,0,493,40,40,19,7,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-11,2026-07-11T16:00:00Z,,/rfq/,79,139,.jpg,title>60,IMPROVE
/products/rfid-cards/nfc-warranty-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/nfc-warranty-card/,product,NFC Warranty Cards,commercial,2638,0,166,3,3,6,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,84,257,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/ntag424-dna-tt-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/ntag424-dna-tt-card/,product,NTAG 424 DNA TT Cards,commercial,3621,0,574,21,21,13,11,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,78,224,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/page/2/,200,noindex,n/a (noindex),,https://proudtek.com/products/rfid-cards/page/2/,product,RFID cards,commercial,902,0,0,0,0,9,0,BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,,,,,47,259,.png,,KEEP (intentional noindex)
/products/rfid-cards/rfid-bamboo-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-bamboo-card/,product,RFID Bamboo Card,commercial,2584,0,236,20,20,10,5,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,81,269,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-blocking-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-blocking-card/,product,RFID Blocking Cards,commercial,3254,0,383,5,5,8,9,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,85,238,.png,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-card-assa-abloy-compatible/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-card-assa-abloy-compatible/,product,Assa Abloy / VingCard-Compatible Hotel Key Cards,commercial,3841,0,525,9,9,17,12,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-11,2026-07-11T10:00:00Z,,/rfq/,85,248,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-card-magnetic-stripe-combo/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-card-magnetic-stripe-combo/,product,RFID + Magstripe Combo Card,commercial,3747,0,496,7,7,14,14,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-11,2026-07-11,,/rfq/,85,252,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-employee-badge/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-employee-badge/,product,RFID Employee Badge,commercial,2976,0,362,536,11,10,7,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-11,2026-06-11T11:00:00Z,,/rfq/,79,248,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-gift-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-gift-card/,product,RFID Gift Cards,commercial,3704,0,579,5,5,11,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-12,2026-07-12,,/rfq/,85,251,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-loyalty-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-loyalty-card/,product,RFID Loyalty Cards,commercial,3549,0,594,6,6,11,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-12,2026-07-12,,/rfq/,85,248,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-membership-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-membership-card/,product,RFID Membership Cards,commercial,2650,0,192,10,10,9,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,78,224,.webp,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-metal-business-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-metal-business-card/,product,RFID Metal Business Card,commercial,3098,0,381,22,22,12,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,84,266,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-parking-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-parking-card/,product,RFID Parking Cards,commercial,2345,0,194,6,6,9,7,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,82,229,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-student-id-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-student-id-card/,product,RFID Student ID Cards,commercial,3159,0,373,9,9,9,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,87,245,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/rfid-wooden-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/rfid-wooden-card/,product,RFID Wooden Card,commercial,2395,0,240,22,22,12,5,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-11,2026-06-11T11:00:00Z,,/rfq/,75,264,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/standard-rfid-wood-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/standard-rfid-wood-card/,product,Standard RFID Wood Card,commercial,2653,0,423,6,6,21,5,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-11,2026-07-11,,"/contact/custom-rfid-cards/,/rfq/",81,259,.webp,title>60; desc>160,IMPROVE
/products/rfid-cards/transparent-nfc-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/transparent-nfc-card/,product,Transparent NFC Cards,commercial,2931,0,350,4,4,15,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,83,262,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/uhf-rfid-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/uhf-rfid-card/,product,UHF RFID Cards,commercial,3033,0,308,5,5,13,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,82,215,.jpg,title>60; desc>160,IMPROVE
/products/rfid-cards/wooden-nfc-business-card-engraved/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-cards/wooden-nfc-business-card-engraved/,product,Wooden NFC Business Card,commercial,3043,0,337,13,13,11,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-06-10,2026-06-10T17:00:00Z,,/rfq/,84,231,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/,200,indexable,Submitted and indexed,2026-08-21,https://proudtek.com/products/rfid-keyfobs/,product-category,Complete guide to RFID keyfobs,commercial,3385,0,743,539,29,29,5,Article|BreadcrumbList|CollectionPage|FAQPage|Organization|WebSite,2026-07-02,2026-07-02,,"/contact/access-control-keyfobs/,/rfq/",42,143,.jpg,,KEEP
/products/rfid-keyfobs/dual-frequency-key-fob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/dual-frequency-key-fob/,product,Dual-Frequency Key Fobs,commercial,2729,0,356,6,6,14,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-13,2026-07-13,,"/contact/access-control-keyfobs/,/rfq/",88,231,.png,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/em4305-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/em4305-keyfob/,product,EM4305 Keyfob,commercial,2782,0,479,7,7,11,7,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,"/contact/access-control-keyfobs/,/rfq/",84,252,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/mifare-desfire-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/mifare-desfire-keyfob/,product,MIFARE DESFire Keyfob,commercial,2695,0,393,15,15,12,12,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,"/contact/access-control-keyfobs/,/rfq/",85,244,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/nfc-epoxy-key-tag/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/nfc-epoxy-key-tag/,product,NFC Epoxy Key Tag,commercial,3750,0,617,10,10,21,5,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/access-control-keyfobs/,/rfq/",89,228,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/nfc-wood-keychain-tag/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/nfc-wood-keychain-tag/,product,NFC Wood & Bamboo Keychain Tag,commercial,3546,0,411,6,6,16,13,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/,/rfq/",90,232,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/rfid-abs-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/rfid-abs-keyfob/,product,ABS RFID Keyfob,commercial,3584,0,565,20,20,19,11,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,"/contact/,/rfq/",90,253,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/rfid-coin-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/rfid-coin-keyfob/,product,RFID Coin Keyfob,commercial,3271,0,587,5,5,14,12,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-12,2026-07-12,,"/contact/access-control-keyfobs/,/rfq/",81,267,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/rfid-coin-tag/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/rfid-coin-tag/,product,RFID Coin Tag / Token,commercial,3631,0,672,6,6,21,6,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/rfid-labels-tags/,/rfq/",91,247,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/rfid-epoxy-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/rfid-epoxy-keyfob/,product,Epoxy RFID Keyfob,commercial,3757,0,538,8,8,15,10,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-11,2026-07-11,,"/contact/,/rfq/",88,242,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/rfid-leather-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/rfid-leather-keyfob/,product,RFID Leather Keyfob,commercial,3538,0,529,6,6,12,12,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/,/rfq/",91,259,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/rfid-metal-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/rfid-metal-keyfob/,product,Metal RFID Keyfob,commercial,3753,0,560,8,8,14,8,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,"/contact/,/rfq/",87,251,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/rfid-silicone-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/rfid-silicone-keyfob/,product,RFID Silicone Keyfob,commercial,3126,0,450,10,10,13,7,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-18,2026-07-18T00:00:00Z,,"/contact/,/rfq/",89,245,.jpg,title>60; desc>160,IMPROVE
/products/rfid-keyfobs/rfid-wooden-keyfob/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/products/rfid-keyfobs/rfid-wooden-keyfob/,product,RFID Wooden Keyfob,commercial,1085,0,176,5,5,12,1,Article|BreadcrumbList|FAQPage|Organization|Product|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/access-control-keyfobs/,/rfq/",89,261,.webp,title>60; desc>160,IMPROVE
