URL,Verdict,Evidence needed,Proposed role,Preferred query cluster,Internal-link plan,CTA,Priority,Visible words,Google coverage,Impr 16m,In-content inlinks
/solutions/google-review-cards-for-gyms-and-fitness-studios/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (8),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Gyms & Studios),hub → product card,structured RFQ,P1,5070,URL is unknown to Google,0,4
/solutions/google-review-cards-for-hotels/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (9),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Hotels),hub → product card,structured RFQ,P1,5280,Discovered - currently not indexed,0,5
/solutions/google-review-cards-for-pickup-counters/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (6),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Pickup Counters),hub → product card,structured RFQ,P1,5192,Discovered - currently not indexed,0,7
/solutions/google-review-cards-for-restaurants/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (4),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Restaurants),hub → product card,structured RFQ,P1,5589,Discovered - currently not indexed,0,10
/solutions/google-review-cards-for-retail-stores/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (18),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Retail Stores),hub → product card,structured RFQ,P1,5768,Discovered - currently not indexed,0,4
/solutions/google-review-cards-for-salons-and-spas/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (9),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Salons & Spas),hub → product card,structured RFQ,P1,5516,URL is unknown to Google,0,5
/solutions/google-review-cards-for-tabletop-prompts/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (5),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Tabletop Prompts),hub → product card,structured RFQ,P1,5440,Discovered - currently not indexed,0,10
/solutions/google-review-nfc-card/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",remove superlatives (5),Application page (evaluate → buy),Google review cards (#14),hub ↔ spoke per Phase 7,structured RFQ,P1,5316,Discovered - currently not indexed,0,30
/solutions/hotel-key-cards/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),hotel key cards (#8),hub ↔ spoke per Phase 7,structured RFQ,P1,5460,Submitted and indexed,160,54
/solutions/hotel-rfid-access-control/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: Hotel RFID Access Control),hub ↔ spoke per Phase 7,structured RFQ,P2,5243,URL is unknown to Google,0,16
/solutions/nfc-brand-authentication/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: NFC Brand Authentication (2026)),hub ↔ spoke per Phase 7,structured RFQ,P2,5463,Discovered - currently not indexed,0,27
/solutions/nfc-business-card-programs/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",—,Application page (evaluate → buy),NFC business card programs (#14),hub ↔ spoke per Phase 7,structured RFQ,P1,4186,Submitted and indexed,110,4
/solutions/nfc-business-card/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures; remove superlatives (4),Application page (evaluate → buy),(inferred from H1: NFC Business Cards),hub ↔ spoke per Phase 7,structured RFQ,P2,4968,URL is unknown to Google,0,40
/solutions/nfc-luxury-authentication/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures; remove superlatives (6),Application page (evaluate → buy),(inferred from H1: NFC Luxury Authentication (2026)),hub ↔ spoke per Phase 7,structured RFQ,P2,5373,Discovered - currently not indexed,0,16
/solutions/rfid-access-control/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: RFID Access Control),hub ↔ spoke per Phase 7,structured RFQ,P2,7137,Discovered - currently not indexed,0,34
/solutions/rfid-asset-tracking-labels/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",—,Application page (evaluate → buy),(inferred from H1: RFID Asset Tracking Labels (2026)),hub ↔ spoke per Phase 7,structured RFQ,P2,4241,URL is unknown to Google,0,21
/solutions/rfid-attendance-system/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",—,Application page (evaluate → buy),(inferred from H1: RFID Attendance System),hub ↔ spoke per Phase 7,structured RFQ,P2,6838,URL is unknown to Google,0,5
/solutions/rfid-event-access-control/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",—,Application page (evaluate → buy),(inferred from H1: RFID Event Access Control),hub ↔ spoke per Phase 7,structured RFQ,P2,5678,Discovered - currently not indexed,0,18
/solutions/rfid-event-wristbands/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",remove superlatives (3),Application page (evaluate → buy),event wristbands (#10),hub ↔ spoke per Phase 7,structured RFQ,P1,5452,Submitted and indexed,132,29
/solutions/rfid-inventory-tracking/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: RFID Inventory Tracking),hub ↔ spoke per Phase 7,structured RFQ,P2,3926,Discovered - currently not indexed,0,28
/solutions/rfid-keyfobs-access-control/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",—,Application page (evaluate → buy),access-control keyfobs (#13),hub ↔ spoke per Phase 7,structured RFQ,P1,3932,Submitted and indexed,45,10
/solutions/rfid-laundry-management/,"Consolidate into one ""laundry RFID system"" page; keep /solutions/rfid-laundry-tags/ as the buy page",—,Overlapping laundry system pages,(inferred from H1: RFID Laundry Management),hub ↔ spoke per Phase 7,structured RFQ,P1,2853,Discovered - currently not indexed,0,8
/solutions/rfid-laundry-tags/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",remove superlatives (6),Application page (evaluate → buy),laundry tags (#15),hub ↔ spoke per Phase 7,structured RFQ,P1,4320,Submitted and indexed,22,25
/solutions/rfid-laundry-tracking/,"Consolidate into one ""laundry RFID system"" page; keep /solutions/rfid-laundry-tags/ as the buy page",remove superlatives (4),Overlapping laundry system pages,(inferred from H1: RFID Laundry Tracking),hub ↔ spoke per Phase 7,structured RFQ,P1,5705,Discovered - currently not indexed,0,6
/solutions/rfid-library-management/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: RFID Library Management),hub ↔ spoke per Phase 7,structured RFQ,P2,5866,Discovered - currently not indexed,0,6
/solutions/rfid-parking-management/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",remove superlatives (4),Application page (evaluate → buy),(inferred from H1: RFID Parking Management),hub ↔ spoke per Phase 7,structured RFQ,P2,5457,Discovered - currently not indexed,0,6
/solutions/rfid-patient-tracking/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: RFID Patient Tracking),hub ↔ spoke per Phase 7,structured RFQ,P2,4997,Discovered - currently not indexed,0,7
/solutions/rfid-race-timing/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",—,Application page (evaluate → buy),(inferred from H1: RFID Race Timing),hub ↔ spoke per Phase 7,structured RFQ,P2,5571,Discovered - currently not indexed,0,5
/solutions/rfid-readers-and-encoding/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: RFID Readers and Card Encoding),hub ↔ spoke per Phase 7,structured RFQ,P2,6030,Discovered - currently not indexed,0,6
/solutions/rfid-supply-chain-management/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),RFID supply chain / inventory (see Phase 5 #9),hub ↔ spoke per Phase 7,structured RFQ,P1,7518,Submitted and indexed,358,14
/solutions/rfid-tool-tracking/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures; remove superlatives (3),Application page (evaluate → buy),(inferred from H1: RFID Tool Tracking),hub ↔ spoke per Phase 7,structured RFQ,P2,5872,Discovered - currently not indexed,0,9
/solutions/rfid-warehouse-management/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: RFID Warehouse Management),hub ↔ spoke per Phase 7,structured RFQ,P2,4270,Discovered - currently not indexed,0,19
/solutions/vehicle-rfid-identification/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",test conditions for performance figures,Application page (evaluate → buy),(inferred from H1: Vehicle RFID Identification),hub ↔ spoke per Phase 7,structured RFQ,P2,5203,Submitted and indexed,19,10
