file,commit,before,after
src/content/editorial/lp/rfid-manufacturer-shenzhen.json,"65b0bf6 content(claims): remove the remaining factory / line / country figures from meta, video schema and LP diagrams","""intro"": ""A manufacturer should be able to show you the machines, not just the catalogue. Production runs across two Shenzhen sites and ten automated lines organised into six line families — every value-added step happens here, and the operators who build your pilot lot are the same people who run the production order, which is why first-run defect rates tend to stay flat across a program's life. Browse the finished parts on the [RFID tags](/products/rfid-tags/) and [wristbands](/products/rfid-wristbands/) catalogues, or see the plant itself on the [factory page](/about/factory/)."",","""intro"": ""A manufacturer should be able to show you the machines, not just the catalogue. Production is organised into six line families — every value-added step happens here, and the operators who build your pilot lot are the same people who run the production order, which is why first-run defect rates tend to stay flat across a program's life. Browse the finished parts on the [RFID tags](/products/rfid-tags/) and [wristbands](/products/rfid-wristbands/) catalogues, or see the plant itself on the [factory page](/about/factory/)."","
src/content/editorial/lp/rfid-manufacturer-shenzhen.json,"65b0bf6 content(claims): remove the remaining factory / line / country figures from meta, video schema and LP diagrams","""alt"": ""A left-to-right factory-floor flow in six stages. Stage 1, materials in: chips, antennas and PVC and PET substrates sourced locally in Shenzhen. Stage 2, inlay bonding: chip-to-antenna for HF 13.56 MHz and UHF 860-960 MHz inlays at ESD-controlled stations. Stage 3, lamination and print: PVC, ABS and PET stocks laminated, offset and screen printing, laser marking. Stage 4, encoding: UID locking, NDEF, GS1 SGTIN-96 and MIFARE Plus and DESFire keys. Stage 5, QC: 100% functional read test plus AQL visual and dimensional sampling. Stage 6, export packing: FOB, CIF or DDP shipping to 50+ cou","""alt"": ""A left-to-right factory-floor flow in six stages. Stage 1, materials in: chips, antennas and PVC and PET substrates sourced locally in Shenzhen. Stage 2, inlay bonding: chip-to-antenna for HF 13.56 MHz and UHF 860-960 MHz inlays at ESD-controlled stations. Stage 3, lamination and print: PVC, ABS and PET stocks laminated, offset and screen printing, laser marking. Stage 4, encoding: UID locking, NDEF, GS1 SGTIN-96 and MIFARE Plus and DESFire keys. Stage 5, QC: 100% functional read test plus AQL visual and dimensional sampling. Stage 6, export packing: FOB, CIF or DDP shipping worldwide."
src/content/editorial/lp/rfid-manufacturer-shenzhen.json,"65b0bf6 content(claims): remove the remaining factory / line / country figures from meta, video schema and LP diagrams","""text"": ""We export from Shenzhen on FOB, CIF or DDP terms by DHL, FedEx, UPS or ocean freight to 50+ countries; repeat buyers draw against safety stock with 3-5 business day call-offs.""","""text"": ""We export from Shenzhen on FOB, CIF or DDP terms by DHL, FedEx, UPS or ocean freight worldwide; repeat buyers draw against safety stock with 3-5 business day call-offs."""
src/content/editorial/lp/rfid-manufacturer-shenzhen.json,"65b0bf6 content(claims): remove the remaining factory / line / country figures from meta, video schema and LP diagrams","""Open factory audits across two Shenzhen sites by appointment, plus live video walk-throughs and third-party (SGS, TUV, Intertek, Bureau Veritas) inspection when a program requires it."",","""Open factory audits at our Shenzhen operation by appointment, plus live video walk-throughs and third-party (SGS, TUV, Intertek, Bureau Veritas) inspection when a program requires it."","
src/content/editorial/lp/rfid-manufacturer-shenzhen.json,"65b0bf6 content(claims): remove the remaining factory / line / country figures from meta, video schema and LP diagrams","""note"": ""The occupational health-and-safety management standard covering the two Shenzhen production sites a buyer can audit.""","""note"": ""The occupational health-and-safety management standard covering the Shenzhen operation a buyer can audit."""
src/content/editorial/lp/rfid-smart-card-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Direct factory since""","""label"": ""Operating since"""
src/content/editorial/lp/rfid-smart-card-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Audit access: buyer engineering and security audits by appointment across two Shenzhen sites, with third-party (TÜV, SGS, Intertek, Bureau Veritas) inspection accommodated when a program requires it.""","""Audit access: buyer engineering and security audits by appointment at our Shenzhen operation, with third-party (TÜV, SGS, Intertek, Bureau Veritas) inspection accommodated when a program requires it."""
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek is a direct RFID factory in Shenzhen — operating since 2008 and shipping to buyers in 50+ countries — that works as a single-source RFID solution provider: we help you choose the chip, build the tag, card, label or wristband, pre-encode it with your data, and ship it read-verified with the compliance paperwork already attached. What we are not is a reader or middleware vendor; the deliverable is working, standards-based media plus the partner recommendations to run it, not a black box you can only refill through us. This page lays out the capability menu, the sample-to-PO","""summary"": ""Proud Tek is a direct RFID factory in Shenzhen — operating since 2008 and shipping to B2B buyers worldwide — that works as a single-source RFID solution provider: we help you choose the chip, build the tag, card, label or wristband, pre-encode it with your data, and ship it read-verified with the compliance paperwork already attached. What we are not is a reader or middleware vendor; the deliverable is working, standards-based media plus the partner recommendations to run it, not a black box you can only refill through us. This page lays out the capability menu, the sample-to-PO pa"
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""A direct factory, not a trading desk: two Shenzhen sites, ten automated lines and 305+ pieces of process equipment under one ISO 9001 management system, with every encoded unit read-tested before it ships."",","""A direct factory, not a trading desk: production in Shenzhen under one ISO 9001 management system, with every encoded unit read-tested before it ships."","
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Direct factory since""","""label"": ""Operating since"""
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""50+"",",
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Countries shipped to""",
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""10"",",
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Automated lines, 2 sites""",
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Audited ISO systems""","""label"": ""Certified ISO systems (sales & service scope)"""
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Open factory audits: buyer engineering and quality-system audits by appointment across two Shenzhen sites, plus virtual walk-throughs and third-party (TUV, SGS, Intertek) visits when a program requires them."",","""Open factory audits: buyer engineering and quality-system audits by appointment at our Shenzhen operation, plus virtual walk-throughs and third-party (TUV, SGS, Intertek) visits when a program requires them."","
src/content/editorial/lp/rfid-solution-provider.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""answer"": ""Three independent checks. First, request our ISO 9001, ISO 14001 and ISO 45001 certificate numbers and confirm them directly with the issuing registrar. Second, book a factory audit — engineering and quality-system audits across our two Shenzhen sites are by appointment, with virtual walk-throughs for buyers who cannot travel and third-party (TUV, SGS, Intertek) visits accommodated when your program requires them. Third, order a sample pack and put the parts on your own readers. Every claim on this page is meant to be checked, not taken on faith.""","""answer"": ""Three independent checks. First, request our ISO 9001, ISO 14001 and ISO 45001 certificate numbers and confirm them directly with the issuing registrar. Second, book a factory audit — engineering and quality-system audits at our Shenzhen operation are by appointment, with virtual walk-throughs for buyers who cannot travel and third-party (TUV, SGS, Intertek) visits accommodated when your program requires them. Third, order a sample pack and put the parts on your own readers. Every claim on this page is meant to be checked, not taken on faith."""
src/content/editorial/lp/rfid-tag-wholesale.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""intro"": ""One vendor covering every category is the point of the program: a distributor can quote NFC stickers, UHF inlays and laundry tags on a single purchase order, with one freight booking and one documentation pack. All five categories below ship from the same two Shenzhen factories, so mixed orders consolidate cleanly."",","""intro"": ""One vendor covering every category is the point of the program: a distributor can quote NFC stickers, UHF inlays and laundry tags on a single purchase order, with one freight booking and one documentation pack. All five categories below ship from the same Shenzhen operation, so mixed orders consolidate cleanly."","
src/content/editorial/lp/rfid-tag-wholesale.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""intro"": ""Most wholesale partners resell under their own brand, so white-label supply is the default rather than an add-on. We currently white-label for more than 100 brands across 50+ countries and maintain strict confidentiality between competing customers — your customers see your brand at every touchpoint, including the compliance paperwork they audit."",","""intro"": ""Most wholesale partners resell under their own brand, so white-label supply is the default rather than an add-on. We currently white-label for more than 100 brands worldwide and maintain strict confidentiality between competing customers — your customers see your brand at every touchpoint, including the compliance paperwork they audit."","
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek is a direct RFID wristband factory in Shenzhen — molding, weaving, printing and encoding bands in-house since 2008 and shipping to buyers in 50+ countries. We make RFID and NFC wristbands in every construction a program actually needs: reusable silicone, woven fabric, single-use Tyvek and paper, PVC snap and nylon — on LF, HF (13.56 MHz NTAG and MIFARE) and UHF chips for events, cashless payment, access control, hotels, hospitals and waterparks. 'Manufacturer' here means the chip is embedded during molding or weaving, not glued on afterward: every band is pre-encoded to y","""summary"": ""Proud Tek is a direct RFID wristband factory in Shenzhen — molding, weaving, printing and encoding bands since 2008 and shipping to B2B buyers worldwide. We make RFID and NFC wristbands in every construction a program actually needs: reusable silicone, woven fabric, single-use Tyvek and paper, PVC snap and nylon — on LF, HF (13.56 MHz NTAG and MIFARE) and UHF chips for events, cashless payment, access control, hotels, hospitals and waterparks. 'Manufacturer' here means the chip is embedded during molding or weaving, not glued on afterward: every band is pre-encoded to your platform"
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""50+"",",
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Countries shipped to""",
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""10"",",
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Automated lines, 2 sites""",
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Audited ISO systems""","""label"": ""Certified ISO systems (sales & service scope)"""
src/content/editorial/lp/rfid-wristband-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Open factory audits across two Shenzhen sites by appointment, with virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection when a program requires it."",","""Open factory audits at our Shenzhen operation by appointment, with virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection when a program requires it."","
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Direct factory since""","""label"": ""Operating since"""
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""50+"",",
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Countries shipped to""",
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""10"",",
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Automated lines, 2 sites""",
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Audited ISO systems""","""label"": ""Certified ISO systems (sales & service scope)"""
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""title"": ""See real deployments before you spec"",","""title"": ""See worked examples before you spec"","
src/content/editorial/lp/sample-pack.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""description"": ""Documented Proud Tek case studies across six industries."",","""description"": ""Illustrative worked examples across six industries — modelled programme templates, not customer records."","
src/content/editorial/products/rfid-cards/_pillar.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""The first commercially successful RFID cards were low-frequency 125 kHz proximity cards (HID Prox II, Indala, AWID and the {chip:em-microelectronic-em4100:short_name} clone family) launched in the late 1980s for US enterprise access control. The 2001 ratification of ISO/IEC 14443 and the 1997 introduction of MIFARE Classic (NXP, née Philips) established 13.56 MHz as the dominant card frequency, and the subsequent rollout of EMV Contactless payment (2003+), ePassport (ICAO 9303, 2005+) and transit-card programmes (Octopus, Oyster, Suica, Clipper) scaled the RFID card from a niche access-contro","""The first commercially successful RFID cards were low-frequency 125 kHz proximity cards (HID Prox II, Indala, AWID and the {chip:em-microelectronic-em4100:short_name} clone family) launched in the late 1980s for US enterprise access control. The 2001 ratification of ISO/IEC 14443 and the 1994 introduction of MIFARE Classic (NXP, née Philips) established 13.56 MHz as the dominant card frequency, and the subsequent rollout of EMV Contactless payment (2003+), ePassport (ICAO 9303, 2005+) and transit-card programmes (Octopus, Oyster, Suica, Clipper) scaled the RFID card from a niche access-contro"
src/content/editorial/products/rfid-cards/_pillar.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""answer"": ""MIFARE Classic 1K is the original 1997 NXP card using the proprietary CRYPTO-1 cipher — since 2008 CRYPTO-1 is cryptographically broken and can be attacked in under a minute with a Proxmark or ChameleonMini, so Classic should not be specified for any new secure deployment. MIFARE Plus (SE / S / X / EV1 / EV2) is the migration path: AES-128 security level 3, backward-compatible with Classic 1K memory layout so legacy readers continue to work. MIFARE DESFire (EV1 / EV2 / EV3) is a different architecture. A full file-system card with {chip:nxp-mifare-desfire-ev3:crypto.algorithm}, 3DES","""answer"": ""MIFARE Classic 1K is the original 1994 NXP card using the proprietary CRYPTO-1 cipher — since 2008 CRYPTO-1 is cryptographically broken and can be attacked in under a minute with a Proxmark or ChameleonMini, so Classic should not be specified for any new secure deployment. MIFARE Plus (SE / S / X / EV1 / EV2) is the migration path: AES-128 security level 3, backward-compatible with Classic 1K memory layout so legacy readers continue to work. MIFARE DESFire (EV1 / EV2 / EV3) is a different architecture. A full file-system card with {chip:nxp-mifare-desfire-ev3:crypto.algorithm}, 3DES"
src/content/editorial/products/rfid-cards/dual-frequency-rfid-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/dual-frequency-rfid-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.80–2.00 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.80–2.00 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/dual-frequency-rfid-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-cards/em4100-rfid-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/em4100-rfid-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/icode-slix-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/icode-slix-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/mifare-classic-1k-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""Launched by Philips Semiconductors (now NXP) in 1997 — oldest contactless smart card specification still in wide active issuance.""","""Introduced by Philips Semiconductors (now NXP) in 1994 — the oldest contactless smart-card IC family still in wide active issuance (NXP MIFARE Classic product page)."""
src/content/editorial/products/rfid-cards/mifare-classic-1k-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/mifare-classic-1k-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/mifare-classic-1k-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""intro"": ""MIFARE Classic 1K is a 13.56 MHz ISO/IEC 14443-3 Type A smart card launched by Philips Semiconductors (now NXP) in 1997 and still the most widely issued contactless credential on earth. It remains the right specification when the threat model is low-value and the existing reader base is Classic-capable — not as a new-deployment security baseline."",","""intro"": ""MIFARE Classic 1K is a 13.56 MHz ISO/IEC 14443-3 Type A smart card introduced by Philips Semiconductors (now NXP) in 1994 and still the most widely issued contactless credential on earth. It remains the right specification when the threat model is low-value and the existing reader base is Classic-capable — not as a new-deployment security baseline."","
src/content/editorial/products/rfid-cards/mifare-classic-1k-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""intro"": ""The CR80 body is the easy part; the work happens in the inlay. ISO/IEC 14443-1/-2/-3 Type A at 13.56 MHz — 106 kbit/s bit-rate with anticollision per Type A cascade level 1. ISO/IEC 7810 ID-1 CR80 (85.60 × 53.98 × 0.76 mm) physical card body; ISO/IEC 10373-6 durability test regime. Launched by Philips Semiconductors (now NXP) in 1997 — oldest contactless smart card specification still in wide active issuance."",","""intro"": ""The CR80 body is the easy part; the work happens in the inlay. ISO/IEC 14443-1/-2/-3 Type A at 13.56 MHz — 106 kbit/s bit-rate with anticollision per Type A cascade level 1. ISO/IEC 7810 ID-1 CR80 (85.60 × 53.98 × 0.76 mm) physical card body; ISO/IEC 10373-6 durability test regime. Introduced by Philips Semiconductors (now NXP) in 1994 — the oldest contactless smart-card IC family still in wide active issuance (NXP MIFARE Classic product page)."","
src/content/editorial/products/rfid-cards/mifare-classic-1k-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""1997 · MIFARE Classic launches"",","""label"": ""1994 · MIFARE Classic launches (NXP)"","
src/content/editorial/products/rfid-cards/mifare-desfire-ev3-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/mifare-desfire-ev3-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.80–2.00 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.80–2.00 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/mifare-plus-se-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/mifare-plus-se-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.80–2.00 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.80–2.00 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/mifare-ultralight-c-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/mifare-ultralight-c-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/nfc-warranty-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-cards/rfid-bamboo-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/rfid-bamboo-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by material (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by material (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/rfid-employee-badge.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/rfid-employee-badge.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/rfid-membership-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-cards/rfid-parking-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-cards/rfid-wooden-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/rfid-wooden-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by material (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by material (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/standard-rfid-wood-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/standard-rfid-wood-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by material (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by material (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/transparent-nfc-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/transparent-nfc-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by material (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by material (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/uhf-rfid-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/uhf-rfid-card.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.30–0.50 /pc @ 5k–50k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-cards/wooden-nfc-business-card-engraved.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-cards/wooden-nfc-business-card-engraved.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by material (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by material (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-keyfobs/dual-frequency-key-fob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-keyfobs/dual-frequency-key-fob.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.80–2.00 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.80–2.00 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
